Date,Climate_Risk_1,Climate_Risk_2,Climate_Risk_3,Climate_Risk_4,Climate_Risk_5,Climate_Risk_6,Climate_Risk_7,Climate_Risk_8,Climate_Risk_9,Climate_Risk_10,Climate_Risk_11,Climate_Risk_12,Climate_Risk_13,Climate_Risk_14
2005-03-18,0.056285213,-0.023534962,0.07596812,-0.005071832,,0.000607283,,,0.000657266,,,,,
2005-03-21,0.072691096,-0.000217287,0.088459266,0.010697358,,0.00060574,,,0.000655149,,,,,
2005-03-22,0.091969402,0.012278967,0.078654967,-0.003181319,,0.000598541,,,0.000654002,,,,,
2005-03-23,0.078700836,-0.008959087,0.073658273,-0.004980035,,0.000589774,,,0.000651642,,,,,
2005-03-24,0.068703429,-0.013471381,0.094820896,0.017812417,,0.000581752,,,0.000650376,,,,,
2005-03-25,0.062335832,-0.015706136,0.054130267,-0.029781063,,0.00057453,,,0.000639577,,,,,
2005-03-28,0.064342298,-0.011067359,0.04077828,-0.029860531,,0.000571012,,,0.000629071,,,,,
2005-03-29,0.066278748,-0.009960366,0.057770463,-0.008513181,,0.000568596,,,0.000628148,,,,,
2005-03-30,0.085239211,0.008199586,0.100515509,0.028689335,,0.000565406,,,0.000605349,,,,,
2005-03-31,0.074772423,-0.010105296,0.069944659,-0.015824147,,0.000565381,,,0.00059935,,,,,
2005-04-01,0.081785773,0.001234934,0.070861439,-0.00493573,,0.000563137,,,0.000598529,,,,,
2005-04-04,0.069120215,-0.014329883,0.071074223,-0.005021982,,0.000559902,,,0.000587911,,,,,
2005-04-05,0.093011489,0.014797226,0.058757119,-0.017408492,,0.000559751,,,0.000578464,,,,,
2005-04-06,0.097783233,0.009692519,0.091157655,0.019009652,,0.000557091,,,0.000574915,,,,,
2005-04-07,0.079380302,-0.010683009,0.086632235,0.003915786,,0.000555135,,,0.000564268,,,,,
2005-04-08,0.065776116,-0.016679581,0.058711621,-0.022528722,,0.000549302,,,0.000560719,,,,,
2005-04-11,0.057340926,-0.019490915,0.061801874,-0.010331288,,0.000549273,,,0.000558525,,,,,
2005-04-12,0.10735937,0.034014565,0.083895316,0.010754171,,0.000548781,,,0.00055717,,,,,
2005-04-13,0.079245788,-0.014776217,0.062081802,-0.018265809,,0.000545378,,,0.000553622,,,,,
2005-04-14,0.083117195,0.000717105,0.072958096,-0.000274356,,0.000544062,,,0.000546524,,,,,
2005-04-15,0.082455305,-0.001545191,0.074804012,-0.001976083,,0.000529791,,,0.000545654,,,,,
2005-04-18,0.084643719,0.000916842,0.070399688,-0.006982511,,0.000526318,,,0.000543957,,,,,
2005-04-19,0.08982782,0.005196272,0.096892299,0.020946708,,0.000515651,,,0.000543111,,,,,
2005-04-20,0.118995039,0.032220428,0.090888897,0.006301914,,0.00051297,,,0.00053762,,,,,
2005-04-21,0.092750946,-0.006081146,0.072578883,-0.010049903,,0.000512925,,,0.000536342,,,,,
2005-04-22,0.086084568,-0.001898439,0.077831941,0.001175538,,0.000510628,,,0.000535877,,,,,
2005-04-25,0.076416731,-0.008810452,0.076142081,-0.002227771,,0.000508689,,,0.000534413,,,,,
2005-04-26,0.106762647,0.025532065,0.100254595,0.022435944,,0.000507346,,,0.000532585,,,,,
2005-04-27,0.094784983,0.001009658,0.087555832,0.001872131,,0.000502907,,,0.000525231,,,,,
2005-04-28,0.086832744,-0.001991117,0.094502262,0.012960659,,0.000499209,,,0.000521682,,,,,
2005-04-29,0.094097391,0.008560919,0.078682656,-0.005124741,,0.000495409,,,0.000512943,,,,,
2005-05-02,0.104162191,0.015622575,0.070370441,-0.008276898,,0.00048225,,,0.000509216,,,,,
2005-05-03,0.114481553,0.021781234,0.090185367,0.014249316,,0.000478592,,,0.000505692,,,,,
2005-05-04,0.114493137,0.017526882,0.067111939,-0.015287369,,0.000469238,,,0.000489742,,,,,
2005-05-05,0.057450528,-0.039520516,0.079573932,0.004700743,,0.000461294,,,0.000489016,,,,,
2005-05-06,0.078526622,0.005136508,0.060566006,-0.018372051,,0.000460907,,,0.000487296,,,,,
2005-05-09,0.082590915,0.000488123,0.072179946,-0.000558082,,0.000459974,,,0.00048454,,,,,
2005-05-10,0.089434346,0.00565141,0.106063919,0.029537642,,0.000457044,,,0.000484089,,,,,
2005-05-11,0.110055294,0.023443341,0.068257293,-0.0193213,,0.000455806,,,0.000481939,,,,,
2005-05-12,0.106886326,0.011749848,0.089529874,0.014283093,,0.000455468,,,0.000479096,,,,,
2005-05-13,0.095238118,0.001411665,0.081655216,-0.000530283,,0.00045348,,,0.000478417,,,,,
2005-05-16,0.078968291,-0.010042891,0.082925548,0.003308616,,0.0004528,,,0.000477513,,,,,
2005-05-17,0.087775474,0.0054901,0.091154157,0.011122866,,0.000450718,,,0.000475984,,,,,
2005-05-18,0.112728989,0.0268028,0.065217121,-0.017498188,,0.000447885,,,0.000466119,,,,,
2005-05-19,0.069821171,-0.02642059,0.079095663,0.004840529,,0.000447529,,,0.0004649,,,,,
2005-05-20,0.074854978,-0.003649054,0.088712491,0.009930437,,0.000445817,,,0.0004649,,,,,
2005-05-23,0.082637056,0.00205209,0.06571068,-0.016208203,,0.000443677,,,0.000450747,,,,,
2005-05-24,0.097532111,0.0137301,0.073821698,-0.000594426,,0.000441946,,,0.000448031,,,,,
2005-05-25,0.101911637,0.011952137,0.084272239,0.007210453,,0.000435733,,,0.000438185,,,,,
2005-05-26,0.07062625,-0.021143709,0.107975535,0.027504979,,0.000434702,,,0.000434774,,,,,
2005-05-27,0.07487313,-0.003963715,0.097772133,0.009570007,,0.000434219,,,0.000434754,,,,,
2005-05-30,0.071622034,-0.008970435,0.087110166,0.002236197,,0.000431249,,,0.00043073,,,,,
2005-05-31,0.095153779,0.015905285,0.062903137,-0.018493097,,0.000430159,,,0.00043021,,,,,
2005-06-01,0.09776454,0.008788222,0.104879406,0.031379049,,0.000427393,,,0.000425863,,,,,
2005-06-02,0.101350653,0.011295069,0.082846209,-0.004346018,,0.000423833,,,0.000423921,,,,,
2005-06-03,0.072186702,-0.01935135,0.098425591,0.018420179,,0.000420879,,,0.000418765,,,,,
2005-06-06,0.080430213,0.00094829,0.094997888,0.009910774,,0.000419821,,,0.00041761,,,,,
2005-06-07,0.074721334,-0.008168386,0.080711127,-0.003257935,,0.000419089,,,0.000416828,,,,,
2005-06-08,0.102416241,0.021886522,0.087304833,0.007995845,,0.000419089,,,0.000413458,,,,,
2005-06-09,0.102522592,0.010544034,0.118854769,0.037395038,,0.000417369,,,0.000408594,,,,,
2005-06-10,0.101100721,0.009078199,0.071655055,-0.020095674,,0.000414808,,,0.000408118,,,,,
2005-06-13,0.076779312,-0.014655421,0.088783374,0.012428306,,0.000413822,,,0.000408118,,,,,
2005-06-14,0.078484598,-0.002895871,0.080313213,-0.00162879,,0.000410429,,,0.000406054,,,,,
2005-06-15,0.111993514,0.029908094,0.113656159,0.034476963,,0.000404856,,,0.000404671,,,,,
2005-06-16,0.070164332,-0.025773388,0.092717326,0.002662286,,0.000402213,,,0.000403943,,,,,
2005-06-17,0.091611795,0.012965902,0.087575953,0.004350768,,0.000401809,,,0.000403796,,,,,
2005-06-20,0.088737566,0.001225474,0.10513789,0.023589725,,0.000401693,,,0.00040271,,,,,
2005-06-21,0.115855366,0.029531456,0.075809953,-0.011466587,,0.000400111,,,0.000401021,,,,,
2005-06-22,0.112854288,0.01532011,0.090462892,0.012752575,,0.000399673,,,0.000400321,,,,,
2005-06-23,0.086649905,-0.009643652,0.082500857,1.1e-05,,0.000398992,,,0.000396332,,,,,
2005-06-24,0.082157251,-0.003303638,0.07679162,-0.003101145,,0.00039853,,,0.000394711,,,,,
2005-06-27,0.079976768,-0.003626896,0.090793318,0.0127628,,0.000398049,,,0.000393923,,,,,
2005-06-28,0.094826005,0.012123735,0.077190485,-0.005407125,,0.000391445,,,0.000390374,,,,,
2005-06-29,0.107327348,0.018486529,0.083736836,0.005576215,,0.00039,,,0.000390374,,,,,
2005-06-30,0.10547654,0.011467772,0.108185272,0.027889354,,0.000385731,,,0.000389916,,,,,
2005-07-01,0.081987322,-0.011256337,0.083321657,-0.004948881,,0.000384393,,,0.000387316,,,,,
2005-07-04,0.083299567,-0.000233849,0.092141858,0.011981364,,0.000380354,,,0.000384707,,,,,
2005-07-05,0.088157609,0.004081722,0.098253082,0.015215603,,0.000380042,,,0.000383633,,,,,
2005-07-06,0.10351981,0.01743565,0.090620745,0.005589901,,0.000379968,,,0.000381365,,,,,
2005-07-07,0.088884742,-0.003550022,0.079593871,-0.002947449,,0.000379562,,,0.000379728,,,,,
2005-07-08,0.10122643,0.014841679,0.092643247,0.013698687,,0.000379552,,,0.000378664,,,,,
2005-07-11,0.084990123,-0.006496577,0.087754748,0.004553726,,0.000379552,,,0.000378186,,,,,
2005-07-12,0.090803202,0.006028454,0.080140129,-0.001466356,,0.000374796,,,0.000376179,,,,,
2005-07-13,0.125967203,0.038789377,0.087774557,0.008651818,,0.000373715,,,0.000375522,,,,,
2005-07-14,0.101589027,-0.000125298,0.085086936,0.00347399,,0.000369027,,,0.00036995,,,,,
2005-07-15,0.123441449,0.031804854,0.108948225,0.02821193,,0.000368706,,,0.000368733,,,,,
2005-07-18,0.082540496,-0.018129704,0.102394288,0.013874888,,0.000368706,,,0.000368678,,,,,
2005-07-19,0.087199859,0.003437766,0.085146363,-0.001235265,,0.000367979,,,0.000368678,,,,,
2005-07-20,0.081214271,-0.004473963,0.081180148,0.000424469,,0.000360574,,,0.000367854,,,,,
2005-07-21,0.08621141,0.002997566,0.075905998,-0.003555976,,0.000357159,,,0.000363333,,,,,
2005-07-22,0.079262857,-0.006016761,0.109074112,0.031332467,,0.000355815,,,0.000362496,,,,,
2005-07-25,0.109122009,0.026714864,0.092823805,0.004263343,,0.000347647,,,0.000362266,,,,,
2005-07-26,0.098689689,0.003939023,0.125096145,0.041836228,,0.000346349,,,0.000362266,,,,,
2005-07-27,0.078064163,-0.012373869,0.072673569,-0.021112979,,0.000345998,,,0.000362074,,,,,
2005-07-28,0.126382266,0.04447065,0.119755058,0.04306777,,0.000345553,,,0.000362045,,,,,
2005-07-29,0.111283724,0.009397815,0.07376339,-0.018280996,,0.00034167,,,0.000361983,,,,,
2005-08-01,0.084336704,-0.011307596,0.080264623,0.003221856,,0.000340719,,,0.000361983,,,,,
2005-08-02,0.066994714,-0.017509917,0.100346186,0.021182839,,0.000339406,,,0.000359384,,,,,
2005-08-03,0.096875271,0.019539672,0.086996167,0.001282591,,0.000338753,,,0.000358434,,,,,
2005-08-04,0.100559056,0.010871089,0.101263693,0.019904643,,0.000338434,,,0.000358434,,,,,
2005-08-05,0.084725355,-0.006485458,0.092923812,0.006910962,,0.000337003,,,0.000358097,,,,,
2005-08-08,0.085035834,0.000370538,0.124551708,0.041259171,,0.000336942,,,0.000357627,,,,,
2005-08-09,0.113103806,0.028310161,0.077818506,-0.015790457,,0.000336852,,,0.000357014,,,,,
2005-08-10,0.074290843,-0.022105863,0.093251524,0.014886055,,0.000336219,,,0.000356599,,,,,
2005-08-11,0.103392885,0.023041128,0.086346651,0.00294722,,0.000335271,,,0.000353263,,,,,
2005-08-12,0.084679522,-0.007702772,0.076568971,-0.004578219,,0.000333363,,,0.000351701,,,,,
2005-08-15,0.07902808,-0.005618268,0.064211894,-0.013746001,,0.000331997,,,0.000351337,,,,,
2005-08-16,0.06930521,-0.013004881,0.078686009,0.004758761,,0.000330947,,,0.000351337,,,,,
2005-08-17,0.106370738,0.028079999,0.112655263,0.03400683,,0.000330135,,,0.000351337,,,,,
2005-08-18,0.085417255,-0.008196058,0.071257826,-0.01847074,,0.000328607,,,0.000349259,,,,,
2005-08-19,0.093399471,0.00844815,0.090775661,0.014550163,,0.000328586,,,0.000348616,,,,,
2005-08-22,0.073063,-0.015188102,0.113004118,0.030412268,,0.000327364,,,0.000347788,,,,,
2005-08-23,0.087874788,0.00803061,0.122314023,0.032471667,,0.000327157,,,0.000347788,,,,,
2005-08-24,0.076849869,-0.009117376,0.107164839,0.014285767,,0.000326257,,,0.000347788,,,,,
2005-08-25,0.074066641,-0.007342996,0.083448024,-0.004489669,,0.000320499,,,0.000345606,,,,,
2005-08-26,0.108884536,0.028625462,0.07212597,-0.008075743,,0.000318908,,,0.000344761,,,,,
2005-08-29,0.075664707,-0.018987789,0.0333503,-0.043158371,,0.000317865,,,0.000344423,,,,,
2005-08-30,0.080537253,-0.000382448,0.042933056,-0.020927719,,0.000317157,,,0.000344239,,,,,
2005-08-31,0.125295155,0.042361185,0.037483618,-0.029502873,,0.000315475,,,0.000343002,,,,,
2005-09-01,0.078827026,-0.022609481,0.037065452,-0.028143534,,0.000314958,,,0.00034069,,,,,
2005-09-02,0.106637566,0.02441059,0.032933257,-0.032139331,,0.0003149,,,0.00034069,,,,,
2005-09-05,0.084738351,-0.008985267,0.039891641,-0.023833102,,0.000313103,,,0.000340185,,,,,
2005-09-06,0.129483925,0.044813257,0.038893627,-0.027100812,,0.000312871,,,0.000337141,,,,,
2005-09-07,0.110176411,0.007008303,0.041079657,-0.024589247,,0.000311549,,,0.000335807,,,,,
2005-09-08,0.111366142,0.016179596,0.048847399,-0.017534547,,0.000309409,,,0.000335758,,,,,
2005-09-09,0.116503434,0.020825063,0.051502755,-0.017412884,,0.000308512,,,0.000333599,,,,,
2005-09-12,0.091246343,-0.006555741,0.043163028,-0.026618737,,0.000305727,,,0.000331334,,,,,
2005-09-13,0.084838777,-0.00252224,0.049383825,-0.017677678,,0.000304162,,,0.000330044,,,,,
2005-09-14,0.106371416,0.021659233,0.070023354,0.000932743,,0.000303675,,,0.000329347,,,,,
2005-09-15,0.08878847,-0.004825123,0.050060444,-0.025762393,,0.000301013,,,0.000328875,,,,,
2005-09-16,0.089984209,0.003639256,0.053012825,-0.016298485,,0.000300013,,,0.000327028,,,,,
2005-09-19,0.093631803,0.006792542,0.055833499,-0.014440823,,0.000299733,,,0.000326792,,,,,
2005-09-20,0.097643006,0.00929586,0.085872655,0.014678282,,0.000295822,,,0.000325736,,,,,
2005-09-21,0.115187256,0.025181913,0.053543239,-0.027449343,,0.000295734,,,0.000323936,,,,,
2005-09-22,0.094694868,-0.002563119,0.04982946,-0.020617873,,0.00029564,,,0.000322946,,,,,
2005-09-23,0.120820307,0.0320337,0.055230066,-0.014005902,,0.000295309,,,0.000322389,,,,,
2005-09-26,0.095584938,-0.004001705,0.06898877,-0.002008775,,0.000294631,,,0.000320548,,,,,
2005-09-27,0.138429226,0.049274671,0.082945692,0.007460317,,0.000294153,,,0.000319692,,,,,
2005-09-28,0.105400878,-0.001465142,0.061409102,-0.01862876,,0.000293599,,,0.000319397,,,,,
2005-09-29,0.128557488,0.035345107,0.081046657,0.008033627,,0.000293157,,,0.000318354,,,,,
2005-09-30,0.092615535,-0.010169592,0.06837642,-0.011042012,,0.00029287,,,0.000317383,,,,,
2005-10-03,0.08092892,-0.006998109,0.082203186,0.006917548,,0.000292571,,,0.000317289,,,,,
2005-10-04,0.097883954,0.014788072,0.085885548,0.006089878,,0.000292193,,,0.000316527,,,,,
2005-10-05,0.100780193,0.010675244,0.089153467,0.00815668,,0.000289547,,,0.000316192,,,,,
2005-10-06,0.101524323,0.010222093,0.091311827,0.009249106,,0.000287769,,,0.000315848,,,,,
2005-10-07,0.087773521,-0.003836325,0.073109383,-0.009657355,,0.00028762,,,0.000315848,,,,,
2005-10-10,0.093881382,0.007956,0.069038988,-0.007790454,,0.000285295,,,0.000314178,,,,,
2005-10-11,0.098658849,0.010208529,0.115554019,0.040052263,,0.000284645,,,0.000313242,,,,,
2005-10-12,0.111619563,0.021194279,0.073296214,-0.017377872,,0.000284567,,,0.000311746,,,,,
2005-10-13,0.093270683,-0.00251245,0.097228623,0.02033824,,0.000283917,,,0.000309618,,,,,
2005-10-14,0.069966863,-0.018230999,0.072152212,-0.012544473,,0.000282308,,,0.000308751,,,,,
2005-10-17,0.092067042,0.013502782,0.10556665,0.029049419,,0.00028137,,,0.000308751,,,,,
2005-10-18,0.073229383,-0.014470904,0.089219986,0.001803593,,0.000281011,,,0.000308473,,,,,
2005-10-19,0.064106014,-0.015806945,0.066536824,-0.015547595,,0.000279,,,0.00030709,,,,,
2005-10-20,0.090016639,0.013875204,0.076105687,0.001420091,,0.000278124,,,0.000305202,,,,,
2005-10-21,0.116935916,0.030083249,0.066153887,-0.011652893,,0.000277462,,,0.000305202,,,,,
2005-10-24,0.086225447,-0.011755421,0.073916013,-0.000644677,,0.000276915,,,0.000305202,,,,,
2005-10-25,0.09022402,0.004938599,0.081820194,0.004727644,,0.000276692,,,0.000302624,,,,,
2005-10-26,0.128897598,0.0419592,0.106576263,0.026905518,,0.000276037,,,0.000302249,,,,,
2005-10-27,0.088885617,-0.014040108,0.090322798,0.002577087,,0.000275175,,,0.000300025,,,,,
2005-10-28,0.079021552,-0.00736356,0.07899075,-0.003453385,,0.000273781,,,0.000299876,,,,,
2005-10-31,0.088077382,0.005769989,0.085947816,0.007199982,,0.000272869,,,0.000299783,,,,,
2005-11-01,0.093890776,0.007839781,0.078073728,-0.00294337,,0.000272608,,,0.000298104,,,,,
2005-11-02,0.092802408,0.004348205,0.102506001,0.024057283,,0.000271884,,,0.000294555,,,,,
2005-11-03,0.082456317,-0.005547963,0.072429337,-0.01398873,,0.000271504,,,0.000294555,,,,,
2005-11-04,0.099257237,0.015529942,0.106259637,0.029652013,,0.000271039,,,0.000294555,,,,,
2005-11-07,0.088786133,-0.00188652,0.076714878,-0.010927554,,0.000270998,,,0.000293818,,,,,
2005-11-08,0.110501139,0.024157152,0.083862389,0.005856902,,0.000270469,,,0.000292222,,,,,
2005-11-09,0.093032579,-0.002288207,0.088439423,0.008102552,,0.000270469,,,0.000292084,,,,,
2005-11-10,0.084435663,-0.003663768,0.079106892,-0.002722922,,0.000270431,,,0.000291736,,,,,
2005-11-11,0.077547388,-0.006998152,0.077721324,-0.001064393,,0.000269861,,,0.000291721,,,,,
2005-11-14,0.09043078,0.008732795,0.106438267,0.028104497,,0.000269504,,,0.000291006,,,,,
2005-11-15,0.098444802,0.011420932,0.092466741,0.004766043,,0.000269487,,,0.000291006,,,,,
2005-11-16,0.086494055,-0.003842743,0.075098599,-0.008044851,,0.000269185,,,0.000290784,,,,,
2005-11-17,0.102048844,0.016652382,0.087172739,0.009694452,,0.000268849,,,0.000290265,,,,,
2005-11-18,0.066345399,-0.02548128,0.082727434,0.001310789,,0.000268849,,,0.000290192,,,,,
2005-11-21,0.10762096,0.030553782,0.083095053,0.003128383,,0.000268764,,,0.000289636,,,,,
2005-11-22,0.140716021,0.046585877,0.104870422,0.024783842,,0.000268374,,,0.000289156,,,,,
2005-11-23,0.104360692,-0.003450669,0.117978121,0.030788824,,0.000267268,,,0.000287457,,,,,
2005-11-24,0.134576457,0.041794079,0.136665566,0.045200784,,0.0002658,,,0.00028735,,,,,
2005-11-25,0.058087258,-0.04718606,0.076793698,-0.020766578,,0.00026522,,,0.000286293,,,,,
2005-11-28,0.087865916,0.014212584,0.087132231,0.009101034,,0.000263203,,,0.000286142,,,,,
2005-11-29,0.103729534,0.017765957,0.086580777,0.005177346,,0.000262903,,,0.000285324,,,,,
2005-11-30,0.108657575,0.016136113,0.092131185,0.010907627,,0.000262815,,,0.000283909,,,,,
2005-12-01,0.105187512,0.01062884,0.080107149,-0.002926848,,0.000262774,,,0.00028343,,,,,
2005-12-02,0.097676678,0.0045525,0.093514842,0.01440286,,0.000261076,,,0.000283405,,,,,
2005-12-05,0.084323419,-0.005695844,0.090697757,0.007212437,,0.000261074,,,0.000283165,,,,,
2005-12-06,0.100552738,0.0160536,0.095906689,0.01334025,,0.000260942,,,0.000280324,,,,,
2005-12-07,0.119911351,0.028703149,0.090661768,0.006396272,,0.000260942,,,0.000278564,,,,,
2005-12-08,0.078799187,-0.020411701,0.112251156,0.029696456,,0.000260942,,,0.000276811,,,,,
2005-12-09,0.06897528,-0.013240188,0.081052615,-0.008544139,,0.00026012,,,0.000276811,,,,,
2005-12-12,0.075389729,-0.002764619,0.076962089,-0.002458286,,0.000258635,,,0.000276343,,,,,
2005-12-13,0.110345082,0.029539055,0.077161861,-0.000924261,,0.000257854,,,0.000275721,,,,,
2005-12-14,0.114947461,0.019691187,0.09390547,0.015754186,,0.000257779,,,0.000274689,,,,,
2005-12-15,0.094557017,-0.00260184,0.09431723,0.010704494,,0.000257745,,,0.000273763,,,,,
2005-12-16,0.068586018,-0.020143603,0.064573284,-0.019173759,,0.000257256,,,0.000273262,,,,,
2005-12-19,0.074933671,-0.00305976,0.066290916,-0.00775421,,0.000257154,,,0.000272499,,,,,
2005-12-20,0.070510609,-0.010106887,0.08142744,0.006822054,,0.000256198,,,0.000271978,,,,,
2005-12-21,0.086150268,0.007361227,0.08971532,0.010172684,,0.000256198,,,0.000270064,,,,,
2005-12-22,0.05303526,-0.032219083,0.07507207,-0.007173917,,0.000255097,,,0.000270063,,,,,
2005-12-23,0.083143675,0.011578796,0.061516611,-0.015953023,,0.00025397799999999997,,,0.00026968,,,,,
2005-12-26,0.02945247,-0.054558972,0.043267327,-0.02978077,,0.000252868,,,0.000269658,,,,,
2005-12-27,0.045742822,-0.016073133,0.052561233,-0.01453429,,0.000252749,,,0.000269295,,,,,
2005-12-28,0.098471948,0.0299217,0.06632046,-0.003806562,,0.000252517,,,0.00026669,,,,,
2005-12-29,0.050419788,-0.039928232,0.048837545,-0.025777478,,0.000251439,,,0.000266164,,,,,
2005-12-30,0.079143831,0.008660165,0.074030732,0.005118308,,0.000250647,,,0.000266164,,,,,
2006-01-02,0.049287338,-0.033070603,0.042070278,-0.035059691,,0.00025061,,,0.000266164,,,,,
2006-01-03,0.101340673,0.031325153,0.06528832,-0.001416748,,0.000250587,,,0.00026524,,,,,
2006-01-04,0.084790399,-0.006743528,0.090824107,0.016545749,,0.000249967,,,0.000264242,,,,,
