Date,Climate_Risk_Component_vs_GPR_Component,Climate_Risk_Component_vs_Combined_Uncertainty_Index,GPR_Component_vs_Combined_Uncertainty_Index
2010-03-01,0.2512847954544876,0.5807897302561597,0.9338768640167578
2010-04-01,0.13231900388555157,0.4941401591200221,0.9271220690225787
2010-05-01,0.24975097263401552,0.5674220258399698,0.9390470138798371
2010-06-01,0.34673147669410254,0.6180190662817295,0.9516797004158147
2010-07-01,-0.009889200112306292,0.34937851305693696,0.9334807806958055
2010-08-01,-0.3043914461379391,0.05971712681158707,0.932669676364488
2010-09-01,-0.11402095121431728,0.3165721747549302,0.9062863294909097
2010-10-01,-0.47406878705074995,0.03254033390465828,0.8645951682784345
2010-11-01,-0.36887502388366,0.21397890820278623,0.8290191963219219
2010-12-01,-0.0677280922636199,0.7882519983738547,0.5605528048685131
2011-01-01,-0.13599616592452377,0.8808639644800542,0.3491774663618212
2011-02-01,0.040257860296360214,0.9311477331110437,0.40183256076693624
2011-03-01,0.03472598226647131,0.9231371023789734,0.4162958796113166
2011-04-01,-0.0854876947935114,0.8890512719567434,0.3801287667209029
2011-05-01,0.07226238610336633,0.9131740731758481,0.4724923734959814
2011-06-01,0.08065261577803841,0.912078664026544,0.4822410681946607
2011-07-01,0.14583957205128648,0.9234224564341021,0.5143532561958142
2011-08-01,0.14764265391756864,0.9343857280991545,0.49031380139127095
2011-09-01,0.13630294867455772,0.9334668145365557,0.48255072161781004
2011-10-01,0.1950489220278154,0.9328731212250718,0.5352427575341079
2011-11-01,0.17958729434900744,0.927471553592459,0.5343770827169094
2011-12-01,0.021836764878466,0.856263968957707,0.5351133597520934
2012-01-01,-0.08052469657075229,0.8170549366474367,0.5088944106346698
2012-02-01,-0.3602001258564112,0.595697190676358,0.5347235299986978
2012-03-01,-0.5152659634333622,0.43441877406434265,0.5480954486629916
2012-04-01,-0.20832172617758052,0.43801674567138216,0.7879953956795759
2012-05-01,-0.063294175138732,0.47724106979380265,0.8468038226843462
2012-06-01,-0.06620898981341113,0.4735892031497389,0.8474574430752722
2012-07-01,0.032762808235748765,0.6068684871792913,0.8142582945827673
2012-08-01,-0.024435951618570075,0.6296805682423807,0.7612353430162212
2012-09-01,-0.29603043528362,0.46490039379787873,0.7080550334191571
2012-10-01,-0.3148769834534663,0.7751980969636157,0.35549225008700747
2012-11-01,-0.099643315039853,0.8372080067173098,0.4607406837611364
2012-12-01,0.33907460719753885,0.902839225389254,0.7106360143916621
2013-01-01,0.6434319531507744,0.9230373439754049,0.8884087765853348
2013-02-01,0.6469381399283436,0.9037351829065433,0.911099059404938
2013-03-01,0.6347780968316745,0.8636004818874178,0.9377692742474524
2013-04-01,0.5667383592506655,0.782955812068006,0.9562592483765004
2013-05-01,0.5950355210993892,0.7900661466008576,0.9628025157876536
2013-06-01,0.5981368323354032,0.804244372725916,0.9573156186783411
2013-07-01,0.5271287576808945,0.827852488437338,0.9130684708781021
2013-08-01,0.5311756053537056,0.8441800087103176,0.9025907953774954
2013-09-01,0.3549938151876123,0.7688600445325944,0.8707115641124867
2013-10-01,0.22091154343189515,0.7738796011369383,0.7886444647957804
2013-11-01,0.09401571521189368,0.794444228353121,0.67933728451374
2013-12-01,-0.17226712836179855,0.7565656597727992,0.5138104472000703
2014-01-01,-0.2573619817274392,0.7123065458828508,0.4949054784129014
2014-02-01,-0.2706459948259208,0.6773980785858993,0.5248275732476251
2014-03-01,-0.21185291518930613,0.6244558592737797,0.6310384612513976
2014-04-01,0.26668442026946176,0.8282294724944145,0.7609698909769931
2014-05-01,0.4227718363504136,0.8641619658151536,0.8213738535269794
2014-06-01,0.43938732614578496,0.869509887066228,0.8257348193899114
2014-07-01,0.1806058041061036,0.7331113361603137,0.8013288027621698
2014-08-01,-0.022710739230902655,0.5358125238646976,0.8319505103836147
2014-09-01,0.14964624797959136,0.6097325890319168,0.8749263193932583
2014-10-01,0.19556831398894617,0.5527172146114521,0.9253705624527399
2014-11-01,0.19829761449214095,0.5339162832313943,0.9346208675859969
2014-12-01,-0.051505689855668994,0.29599817075223317,0.9386750958406435
2015-01-01,-0.23970060846070804,0.08869102932527072,0.9457616353394147
2015-02-01,-0.3087437510845558,0.013536042373597717,0.9468789460112209
2015-03-01,-0.23260193048000344,0.10607082065322221,0.9424130568600794
2015-04-01,0.06770603938325265,0.2768549029271463,0.9774514927413454
2015-05-01,0.11545734679128791,0.3220255334604212,0.9775798761559978
2015-06-01,0.401557813860609,0.6134610813059805,0.9695967976389681
2015-07-01,0.24144668337190828,0.5363342227361425,0.94853112798141
2015-08-01,0.16506491106134927,0.5167004461340674,0.9297110793439938
2015-09-01,0.26303198105160125,0.6408789740618444,0.9091827140014225
2015-10-01,0.49248074556183563,0.7574872159320354,0.9412384578382306
2015-11-01,0.5394589856115499,0.7820330102737851,0.9466476998624888
2015-12-01,-0.03218982205341204,0.28722719808198194,0.9481203009647291
2016-01-01,-0.3414282382934981,-0.10373962975889421,0.9702562012920467
2016-02-01,-0.3239333774590396,-0.13140201314329578,0.9804420886971706
2016-03-01,-0.3001705340284541,-0.12215016996795251,0.98340838811815
2016-04-01,-0.5039861947109705,-0.364307703803515,0.987962314781919
2016-05-01,-0.5412562024119415,-0.4195056127136566,0.9903509256777352
2016-06-01,-0.3528204731242615,-0.22960508183098832,0.9917023727821943
2016-07-01,-0.24098580279065923,-0.09335027193895853,0.988786752321855
2016-08-01,-0.5402125193747779,-0.4122321372788368,0.9893918945247937
2016-09-01,-0.3824409495208576,-0.1669757266115994,0.9748665422289923
2016-10-01,-0.25793101790195794,0.034376460698135006,0.9567255333608625
2016-11-01,0.13008185731926888,0.484667159897879,0.9303129744413315
2016-12-01,0.522744335468896,0.7413028368878081,0.9596778352125507
2017-01-01,0.4692506070737259,0.6652124963596692,0.9714954955282821
2017-02-01,0.38721556685419395,0.5850187856228185,0.9742798317233924
2017-03-01,0.25827164294465277,0.4850509157028259,0.9700915441317942
2017-04-01,0.25697356205628963,0.4807370611935147,0.9709550216262358
2017-05-01,0.28399285079930536,0.5297445380773106,0.9636792242251597
2017-06-01,0.2944571017648534,0.5728091549129215,0.9520153401092684
2017-07-01,0.22188013879762225,0.5153990012854747,0.9499467442165083
2017-08-01,0.17278612256404746,0.4561043140856731,0.9553497610881007
2017-09-01,0.2042002556353155,0.4234684790546221,0.9732948871264137
2017-10-01,0.14777078857513123,0.31774652304344553,0.9847199294159191
2017-11-01,0.3351585432622451,0.47116864256869,0.9889435035227719
2017-12-01,-0.07191656727426395,0.06541496537863153,0.9905699249432377
2018-01-01,-0.16343205232631558,-0.026658851023068572,0.9905608716915622
2018-02-01,-0.23781147262839705,-0.08630967374465823,0.9882121759034341
2018-03-01,-0.22352146261375003,-0.05196013820610684,0.9849965510966395
2018-04-01,-0.29948340414375824,-0.10923397140581367,0.9811059907650982
2018-05-01,-0.18720205017397484,0.012395088612197937,0.9799255803340878
2018-06-01,-0.15103601401890163,0.059871900593626654,0.9777120957947081
2018-07-01,-0.2090452786754989,-0.004371838059004818,0.9788105292029127
2018-08-01,-0.3064355576423211,-0.1546797603627714,0.9878344491302141
2018-09-01,-0.5295979651125919,-0.40617884697032114,0.9902357989923415
2018-10-01,-0.6086772055610364,-0.49930405163029934,0.9913536085411052
2018-11-01,-0.7705134480031288,-0.697376581903008,0.994182748965757
2018-12-01,-0.614297989220847,-0.540533544589795,0.9959144591176035
2019-01-01,-0.316814835172589,-0.2005047904655103,0.9927491008997579
2019-02-01,-0.37199824925512925,-0.24879309820167095,0.9915972641756616
2019-03-01,-0.25740363445978526,-0.11151634898968722,0.9889814618983932
2019-04-01,-0.1223335698964031,0.03348198306813957,0.987836603533681
2019-05-01,0.16968107954865974,0.32460808504911454,0.9872127336785996
2019-06-01,-0.05935860691172489,0.14662735961105308,0.9787439854799398
2019-07-01,0.1729630403416004,0.4265501583685375,0.9646095264158138
2019-08-01,0.36943478821964404,0.6381982953531209,0.9511813580247804
2019-09-01,0.2902741699397982,0.5659407084257958,0.9532261755528708
2019-10-01,0.4860238221497021,0.7078888861997903,0.961339420930986
2019-11-01,0.44371196840297766,0.6536944405189068,0.9682359876658041
2019-12-01,0.3701225715567077,0.5799388081820896,0.9714537118300901
2020-01-01,0.24175357093421318,0.46822357114311497,0.9705948270809823
2020-02-01,0.2328219208235693,0.44382868427931305,0.9748190023594615
2020-03-01,-0.10744617261627175,0.16225919880166007,0.963601660126264
2020-04-01,-0.35928952672058806,-0.08164172873478472,0.9594438125897198
2020-05-01,-0.5733408466016434,-0.3097288761285728,0.9566071925117325
2020-06-01,-0.53963759337098,-0.23332321874041878,0.944570390018611
2020-07-01,-0.6134630001191729,-0.24708126816732004,0.9168131140357916
2020-08-01,-0.7937792079258291,-0.30987360305963585,0.8242399858214929
2020-09-01,-0.7904242662756299,-0.20022199434012344,0.758416104487993
2020-10-01,-0.7676052127413417,-0.3254694262626899,0.8558583743543203
2020-11-01,-0.7428326259375069,-0.3709162867887915,0.8972496158682077
2020-12-01,-0.6039675663403411,-0.2287623270162039,0.9140390820215673
2021-01-01,-0.47490887071772603,-0.17705276621908642,0.9502155530057522
2021-02-01,-0.6497439294003622,-0.44130438469191285,0.968863965871334
2021-03-01,-0.6792199541589002,-0.5239077151269673,0.9809958910502655
2021-04-01,-0.586522588531302,-0.4418531590044343,0.9857374228326587
2021-05-01,-0.6055512864409173,-0.47817601255238085,0.9884881300032888
2021-06-01,-0.602118132347641,-0.47817181459982716,0.9891299011122804
2021-07-01,-0.4799211534301671,-0.35743421399684666,0.9908951836006604
2021-08-01,-0.04154139846370924,0.10190797132861784,0.9897017085329491
2021-09-01,-0.3253714068985421,-0.19384697977371274,0.9907224715382185
2021-10-01,-0.4360397464109193,-0.2755067717831857,0.9852313378503792
2021-11-01,-0.25548675340599886,-0.01050936404910015,0.9694441673871707
2021-12-01,0.07766706073691548,0.39207704390155645,0.9476050636503626
2022-01-01,0.26663204301237714,0.5875454685322858,0.9365555864547911
2022-02-01,0.07498227764224207,0.5570329253594022,0.8699200654945447
2022-03-01,0.25148351973654365,0.6015520841511313,0.9244407677628468
2022-04-01,-0.25790260859806363,0.012532594628484365,0.9628628507813852
2022-05-01,-0.6101212472897565,-0.42427148383025215,0.976319758371228
2022-06-01,-0.4507450897700946,-0.2892700377602556,0.9848766581358708
2022-07-01,-0.38149366293130477,-0.24571502267700418,0.9897709004462808
2022-08-01,-0.3237733664944266,-0.2001141135655044,0.9917884394031052
2022-09-01,-0.19296959661471244,-0.08049717938432654,0.9935540748748067
2022-10-01,0.010760248759496004,0.0998791693788333,0.9960166946765197
2022-11-01,-0.005265484118843087,0.07678122850883602,0.9966298520431309
2022-12-01,0.04105174294366444,0.12201387434944884,0.9967005972904762
2023-01-01,0.2658235284967092,0.3433691582211112,0.9966852920499301
2023-02-01,0.3030140385258907,0.38922569424244474,0.995776765488463
2023-03-01,0.7244078503359737,0.7757389916145015,0.9969820768544366
2023-04-01,0.7004292544407709,0.7632139041933218,0.9957457909447555
2023-05-01,0.49351432844421694,0.564070526665748,0.9965424250949512
2023-06-01,0.3599576749654495,0.47175193558850326,0.9924383901941254
2023-07-01,0.077486917588594,0.23332586566716856,0.9875546598421614
2023-08-01,-0.013179022226840472,0.17429623708421801,0.9823106910450652
2023-09-01,-0.2309695462168452,-0.0646652919610093,0.9858602953107267
2023-10-01,-0.20741145355857782,-0.09062487618170574,0.9930250162329929
2023-11-01,0.0036733548529298515,0.09573799206640773,0.995751532449667
2023-12-01,0.27358041160708385,0.4139276669735459,0.9888231711455433
2024-01-01,0.33952152888583215,0.5164012073591299,0.9808076310110557
2024-02-01,0.4289873577938125,0.6168357032218229,0.9756031230228291
2024-03-01,0.33720468644478435,0.5543165978562076,0.9704770261878621
2024-04-01,0.3066865623148773,0.5480539077499704,0.964216066214101
2024-05-01,0.23944829738330406,0.5357141599375096,0.9481109145433309
2024-06-01,0.04029020251659919,0.3791825024421609,0.9398479031216019
2024-07-01,-0.3758034147714187,0.018526997468783047,0.9195778411738514
2024-08-01,-0.2929074119302166,0.15416034808868004,0.8995562434147643
2024-09-01,-0.3634030682365985,0.03986950611610167,0.916402568272031
2024-10-01,-0.15002901790521414,0.24158904827662106,0.9231501463149856
2024-11-01,-0.03668950530778437,0.21998834050435787,0.9667744451925391
2024-12-01,0.42251513924827067,0.56411587246998,0.9867215797239809
2025-01-01,0.6961564517031373,0.7819068218334878,0.991858805119112
2025-02-01,0.6234453981160619,0.7186276212096068,0.9917314866752619
2025-03-01,0.6023374748913388,0.6973491919384135,0.9921644464747164
2025-04-01,0.5855108217979377,0.6782717904705795,0.9928208266889519
2025-05-01,0.756656230784309,0.8183424598580458,0.9949704215329368
2025-06-01,0.7155876730529416,0.7918268757797833,0.9932413630323049
